Frame,time,wavelength,distance,force/radius
156,78.0,796.5990675990679,199.53962093106222,437.3849824334839
157,78.5,796.5990675990679,199.53962093106222,419.3845243984918
158,79.0,796.5990675990679,199.53962093106222,401.3840663635003
159,79.5,796.5990675990679,199.53962093106222,383.3836083285088
160,80.0,796.5986235986238,199.53947072423782,365.3803349618916
161,80.5,796.5726495726499,199.5306836020959,347.2151795973424
162,81.0,796.6086136086138,199.54285037458027,329.4427637933736
163,81.5,796.6980796980799,199.57311672355775,312.0095889680089
164,82.0,796.808635808636,199.61051708188077,294.7101271227623
165,82.5,796.9078699078701,199.64408658995973,277.33886352092816
166,83.0,796.9633699633703,199.66286119732519,259.6902985911703
167,83.5,796.9220779220782,199.6488929089181,241.42803245086455
168,84.0,796.9105339105341,199.64498777578547,223.35438037257543
169,84.5,796.9785769785773,199.66800540407064,205.785342528415
170,85.0,797.1973581973584,199.7420126986034,189.17200573522305
171,85.5,797.6198246198248,199.8849118265559,173.8499109219788
172,86.0,798.2622932622935,200.10220433542506,159.92217378077623
173,86.5,798.9993339993342,200.35144988843064,146.59333363400643
174,87.0,799.6651126651129,200.5765672075912,132.81225717857563
175,87.5,800.1668331668334,200.7461939331082,117.99111863671061
176,88.0,800.5260295260298,200.8676251737504,102.26665048050475
177,88.5,800.736818736819,200.93888169700617,85.60175588758858
178,89.0,801.0227550227553,201.0355371298561,69.41291392217435
179,89.5,801.3199023199027,201.13597704527112,53.29500464236048
180,90.0,801.703740703741,201.2657119879147,37.72617305555544
181,90.5,802.4242424242427,201.5092136629454,24.289675208291033
182,91.0,803.4436674436677,201.85368878804903,12.745726174467288
183,91.5,804.692085692086,202.27546402832397,2.6506158318116344
184,92.0,806.2146742146745,202.7897531482247,-5.7105037143910025
185,92.5,808.5946275946279,203.59339863476404,-8.648207026443705
186,93.0,811.721722721723,204.64892353471583,-6.8649259149703825
187,93.5,815.3302253302256,205.86642276389853,-2.045754434569187
188,94.0,818.8032190032194,207.03774024798716,1.907831024781645
189,94.5,821.7171273171277,208.02019742165518,2.321601254143738
190,95.0,823.8530802530805,208.74020779438186,-2.1836778443551306
191,95.5,825.8589188589191,209.4162572400293,-7.512918096221021
194,97.0,827.5774225774227,209.99539536143718,-50.65948666867815
196,98.0,828.910422910423,210.44458058812927,-78.24130873744211
197,98.5,829.8946053946055,210.77620482441424,-90.02612241803985
198,99.0,830.5299700299702,210.99028580603235,-104.01405332388009
